rating,review,userName,title,date,company
1,When you order a ride it hangs and automatically charges your card but a driver didn’t even confirm the ride.,jackdaniels1988,Payment by card is broken,2024-03-20 05:20:13-07:00,bolt
1,"I don’t want to waste my time typing anything this is the worst app ever 
Rather use Faras
Almost got raped and stolen from twice by their driver and when I reported they asked to give me a discount like for whaaat I actually need my refund bolt from the driver who stole from
Me!!!!!",Koko gunn,POOR CUSTOMER SERVICE AND WORST DRIVERS EVER,2024-03-14 08:15:46-07:00,bolt
1,Y’all are the worst!,Viena7,Terrible,2024-03-05 05:45:50-07:00,bolt
1,This driver arrived at pick point and saw the cathedral road we were to use had traffic. He then turned the car and drove off. He told me to cancel as he has headed to town. Instead i opted to use my car and left the app running. He cancelled later and lied he didnt spot me. Please check the spot of turning and my presence. Mannerless driver who needs to be cautioned.,jacksonmuli,Driver of 29/2/24 at 12:57,2024-02-29 18:40:01-07:00,bolt
1,They will drop you in the middle of the road and tell you how ugly you are.,Very Mad treated like a dog,Worst drivers in the world,2024-02-08 12:55:35-07:00,bolt
1,Very unsafe,Hdtt try nvd yo bf,It’s unsafe,2023-12-31 14:08:17-07:00,bolt
1,"Terrible App, terrible drivers. Use this app at your own risk.",Hokage Takona,Warning.,2023-12-20 02:31:33-07:00,bolt
1,I wish there was a Zero star rating please Use UBER instead,Brian Buju,"Just use Uber,bolt takes your money and don’t return instead they put it in your Bolt Balance",2023-12-17 00:17:58-07:00,bolt
1,"Maybe I should begin by pointing out that I reside in Kenya, and Bolt’s reputation has been tainted. I thought it was a hoax until I had a bad experience with a driver myself. On three different occasions.

(a) So on occasion I booked a ride, and the driver showed up in a different vehicle from what is indicated on the app, and also ended the trip before reaching the destination for some nonsensical reason. Very rude as well. 

(b) After I booked a ride, a driver called and asked where I was going, then he ended up telling me he can’t take me there at that price. He literally told me to use another app 😨

(c) Another driver also called and asked how much is price is indicated on my phone for the trip. Literally asked me to pay more.

My advice to anyone would be to avoid paying these Kenyan drivers in cash. Rather, pay using a card. That way you won’t get into heated arguments when they ask you to pay more. Also the management should take such misconduct seriously. Charges are between the user and Bolt, not the driver and user.",Martin Muriithi,DRIVER MISCONDUCT,2023-12-10 20:01:01-07:00,bolt
1,They fail to deliver and refund money!,Gmanke,Frauds!,2023-12-03 13:08:40-07:00,bolt
5,"Some drivers when you have requested for vehicle they call and ask where are you going and how much is it shown and when you tell and they said it’s very less mama I can not send you with that amount

But that amount is what is shown in the app and disagree with it

I don’t know how we can work around like this",Herwer-Haweed,Fare,2023-11-06 02:03:45-07:00,bolt
1,"Bolt prioritizes its drivers over customers, often neglecting the customer complaints with generic computer-generated responses that dont come up with any result. The drivers often display rudeness, disrespect, and unprofessionalism when using the Bolt app. Safety measures are inadequate and sluggish, making it unsafe for nighttime or remote area use where assistance may be hard to obtain.",Mo2023@Joe,Unprofessional service,2023-10-12 16:56:26-07:00,bolt
1,Bolt keep asking for ID and selfie… Of all the years we’ve used it this when they realized they need client selfie.,Endorapt,Not an option,2023-10-02 00:03:23-07:00,bolt
1,I’m never using bolt a few weeks ago I used bolt boda and the driver didn’t use the route that he was supposed me and this ended up in a heated argument because I filmed him and started screaming until people came my rescue. I reported the issue to bolt and they advised me to go to a police station and send them a picture of the OB number. They later called and said they’ll direct the guy to the station which they never did few days later they asked me to go ask the investigating officer to send and email and I told them I’m currently out of town. The guy had broken my iphone and ran drove away with my 1000kes that I had paid prior since he wanted to pass by a petrol station and ask for loose change. Few days later bolt out of their negligence closed down the support case and that’s how I never go justice! Bolt should be boycotted i’d rather spend a lot on Uber and be assured of my safety rather than use bolt again.Cheap is expensive guys!!,NjokiB,Kidnapping and assault,2023-09-18 06:17:41-07:00,bolt
5,Good services,Himuselfu,Excellence,2023-09-18 00:20:03-07:00,bolt
5,Perfectly okay,flx_mug,KCM,2023-09-02 20:54:34-07:00,bolt
1,"On the 30th of June 2023 at 21:30 I was headed to an art gallery opening my friend invited me to and I used bolt as I have many times. But this bolt driver ended the trip shortly after the trip started before I arrived to my destination, and when I asked him why he ended the trip, he locked the car and started speeding while ignoring me. To my luck, there was a big speed bump ahead, so he slowed down, which allowed me to open the back door and try to jump, but he grabbed me by my neck and my jacket collar, and he said you’re not going anywhere. I started hitting his head with my phone until he stopped driving and I was screaming, so people gathered around, and he had the audacity to say he was only fighting me because I had refused to pay him, which was a lie. No one believed me when I said he was trying to kidnap me, so I had to pay him so he would leave me alone. I am for sure not using ever again in my life. I’m just gonna stick to Uber.",Bananasoverdose,KIDNAPPED BY BOLT!,2023-09-01 11:50:06-07:00,bolt
1,Bolt drivers are thugs and conmen. 0/10 experience.,otf300von,Trash app even trashier drivers,2023-08-19 18:41:43-07:00,bolt
1,The help function is blank meaning use it at your own risk? Or what is the deal here?,@@@$$$z,No Support,2023-08-14 12:04:22-07:00,bolt
5,"For your safety, it's advisable to consider using alternative transportation companies instead of Bolt. During my last trip with them, the driver forcibly took 5,000 KSH from me, which raised concerns about passenger security.",M.kilas,Safety Concerns with Bolt,2023-08-08 09:47:45-07:00,bolt
4,Consider adding dark mode to your app. Add settings tab to customize functions,marvel0001,Dark mode,2023-08-06 16:19:15-07:00,bolt
2,"Very unprofessional drivers, what’s the point of having a discount if the drivers will harass you to pay more",nashsaidso,Mmhh,2023-07-13 10:54:28-07:00,bolt
1,Just when we thought we are safe with lady drivers!! CHRISTINE GUCHU-0707 693062 Bolt driver KCL 618Z attempted to kill me by pushing me out of the moving car because i had a discount offered to me by Bolt itself!! She forced me to pay me!!,Maa lib,CHRISTINE GUCHU-0707 693062 Bolt driver KCL 618Z. attempted to kill me!,2023-07-05 10:14:58-07:00,bolt
1,Terrible,kydlhdudhlxkf,Terrible,2023-07-05 07:26:17-07:00,bolt
5,Good driver. The best.,Shawn Aranda,Review,2023-07-05 05:23:24-07:00,bolt
1,"Riders are thieves, dint try sending packages and parcels",Elmwamba,Be warned,2023-07-03 10:23:17-07:00,bolt
1,"Do not use bolt, their drivers are rude.. and rapists.",Nairobi Citizen,Rude driver,2023-07-03 07:10:17-07:00,bolt
5,The drivers are goodand curteous,Tyson Jumba,Cheap and efficient,2023-07-02 20:35:24-07:00,bolt
1,Bad drivers and cases of kidnapping here in Kenya. Ride at your own risk.,Ray-47,Dangerous!,2023-06-22 20:18:25-07:00,bolt
1,"Terrible, Ibrahim hadn’t arrived and said he had. We had to call another rider.",Bahati Mzuri,Ibrahim,2023-06-19 00:10:52-07:00,bolt
1,"Not safe especially for women. Cars don’t match plates, drivers use child lock to trap you in. And two young girls were recently kidnapped for ransom. Not wise to use this taxi app.",bcmbi,"Not Safe, cases of kidnap",2023-06-13 02:01:02-07:00,bolt
3,Driver had a very inappropriate behavior for my first trip because I had 50% discount. She trew the money on me and refused to accept the discount. I decided to pay the whole amount.,Koutou-kai,Driver refuses discount,2023-06-08 00:06:30-07:00,bolt
1,The price is too high this days and there is no discount. The drivers are too rude and talk aggressive,mina tokio,Too high demand,2023-06-05 09:39:56-07:00,bolt
5,Amazing,olwaybie,Best,2023-05-31 10:27:16-07:00,bolt
1,How can you block the user when the riders are rude and abusive hence they don’t move and long pickup time when one cancels to order another ride you block them…..really inconveniencing,Tifu kev,WORST APP EVER,2023-05-17 20:47:58-07:00,bolt
1,"Bolt customer service here in Kenya is poor poor…. If you’re a rider like me kindly use other app like Uber,wasili,YEGO,little cab,Faras and etc. for your safety use those apps i mentioned there. Don’t risk using bolt there drivers are very rude. I can rate bolt zero star. Useless app",danchumba,BOLT DRIVERS AND BOLT CUSTOMER SERVICE,2023-05-06 21:55:17-07:00,bolt
1,Unlike Uber where they’ll show you the map from starting point to the end. Bolt doesn’t and I had to pay double and a delivery which was 33 minutes took 1 hour 41 minutes simply because the rider used my trip to pick other people . Very bad experience.,12maya,Map,2023-04-09 12:56:31-07:00,bolt
5,"Best ride in town,,,,amazing discounts for loyalists😊",Lemjnr,Lemmie,2023-03-17 09:29:35-07:00,bolt
1,Their customer service is poor to none.,customer tn,Customer Service,2023-03-14 22:32:23-07:00,bolt
1,I wish I could attach a screenshot of how unhelpful their customer service is when it comes to misplaced items,Trail B,Unhelpful customer service,2023-03-09 20:27:09-07:00,bolt
2,The drivers act like they are entitled to a tip. They show some level of attitude if you send the exact amount. Some even go on to tell you to add tip on top. They are careless and arrogant. I doubt it there’s anyone in Kenya who’d ever praise the bolt services. Ahh good motivation to have your own car always.,😉🥸,Worst app worst drivers worst everything,2023-03-09 03:54:15-07:00,bolt
5,Very convenient and affordable!!,dvk cf,Best of the best!,2023-03-07 05:15:30-07:00,bolt
1,U,istu02,Thief,2023-01-20 01:21:17-07:00,bolt
1,This guys are just rude and they just cancel.,star888888887754332,Very very very rude drivers,2023-01-13 01:55:32-07:00,bolt
5,"Polite and courteous driver. 
Clean vehicles at all times.",Donfer2022,Excellent service,2023-01-08 22:36:38-07:00,bolt
1,This is worst app for a customer I had a lot of bad experience because of the driver I applied one and I was I. A hurry the payment said 310 KSh when the driver came he asked me the payment it says and I told him the amount and he said mine says 570 ksh and I was in a hurry in somewhere he finally agreed 500 and the other time I applied and when the rider came I told him the payment that is written there and he said ok after I reached my destination I didn’t had change so I gave him 400 the amount was 340 and he refused to give me the 60 saying he thought I said 440 and that was enough for me I had to delete the app no more nonsense,Farhiya2021,Worst app to use for a destination,2022-12-29 08:58:41-07:00,bolt
5,The cars are on time and easily available.,ali inayat,Re: review,2022-12-27 07:34:15-07:00,bolt
1,"Some of your drivers are rude, overcharge customers and totally unhelpful. They offer poor customer service.",somewhere in 254,Rude and overcharging drivers,2022-12-27 02:25:17-07:00,bolt
5,"Was overcharged for a trip above the amount on the app…
How can I get my refund",kanzi 019,Overcharge,2022-12-16 22:02:51-07:00,bolt
5,"Worst experiences ever recently a bike guy just ran off with my goods and switched off his phone,another one started my trip and never showed up so I ended up paying for a ride I never went one!Bad experiences bolt drivers are thieves",254 lover,Don’t use bolt their drivers are rude and steal from you,2022-12-14 07:37:10-07:00,bolt
3,"U guyz ur servers is bad and horrible,nowadays some drives they call you and ask you where are you going,out of respect they pick another client while you are waiting fr them . If the they can’t going certain place they can just call and Jst keep waiting fr them
I can see see you guys aren’t taking my prom lee too serious. Because why is the bolt drives are asking the money before picking you what is that  behaviour",humesa,Bad service,2022-12-04 08:29:38-07:00,bolt
5,Bolt is reliable and safe. Asante,RinaMooty,Asante,2022-12-04 02:52:20-07:00,bolt
3,You should focus on the passengers safety coz the drivers have been taking advantage of your soft measures,Yassirito 17,Safety,2022-11-22 21:39:59-07:00,bolt
5,5stars,docmutua,The driver is proffessional,2022-11-15 07:38:39-07:00,bolt
1,"This application has the worst response time for their customer care. Earliest response is 2 days after and there don't really assist you as you expect them to.
Very poor !!!!!",barasaxi,Poor customer care support,2022-11-03 09:41:33-07:00,bolt
2,Bolt needs to improve on their integration with satellite maps because sometimes the app doesn’t update with the driver’s location and even the driver says he got lost because the app wasn’t directing him accurately! Do better please.,njokeey,Maps,2022-10-28 05:45:49-07:00,bolt
1,"Some drivers ask for higher fee than that shown in the app.
Others make fuel stopovers during the trip which ends up lengthening the trip.
Most decline card payment.
The number plate doesn’t usually match the car/bike at times.",redd_cam1,Do better,2022-10-24 22:30:32-07:00,bolt
5,Cool ride,wuod salome,Cool,2022-10-16 16:55:39-07:00,bolt
1,"Had a nice trip today 9th October but mistakenly paid the driver twice even after adding him a tip. Tried to reach him on phone severally he aint picking sent him text messages tried to reverse through saf but hed already used the money. Called him through the app still no response. Id like to get my refund please.
Driver- kevin
Kcz 511M
Toyota passo 
Ongata rongai: 00:41
C58 237 01:08",rgelkbqzd,Paid driver twice by mistake,2022-10-09 05:04:56-07:00,bolt
5,But dear bolt tell your IT staff to stop violating privacy rights of your customers I mean viewing our locations while we are not using the app ( they try to view your location even if you have given the app a permission to your location (while using  the app only,A c issa,This app is useful,2022-10-08 09:01:53-07:00,bolt
5,Good rider,ndareo,Mr,2022-09-29 07:32:02-07:00,bolt
1,Very fake,Elisha kibet,Very fake you cancell and charge more fake,2022-09-20 22:31:03-07:00,bolt
1,Cumbersome process of ordering cabs. Preselects driver for you and unable to crowdsource. Quite the pointless app.,samdave69,Don’t waste your time downloading it,2022-09-15 02:14:36-07:00,bolt
5,All great. Keep it up,Steve Mulwa,The best so far,2022-08-02 12:40:00-07:00,bolt
1,"I had the worst driver ever today this man told me to pay for car wash coz my daughters food spilled on the seat it was very small area I swear ,he started shouting so loudly my kids were so scared ...his plate number is KCG 399A would never recommend anyone to ride with him",naish97,Sometimes we meet the worst drivers ever and very rude ones being a female it scares me sometimes,2022-07-23 12:22:15-07:00,bolt
5,"Excellent services, swift pick up",ArtisticIan,Artistic,2022-07-22 12:43:51-07:00,bolt
1,"Driver name: Patrick
Phone number: 0780811579
 
Kindly avoid this driver because he just called me stupid and went out of his way to hurl insults at me even after I hung up on him due to his harsh words. If I find this driver again I will never use Bolt again.",Zechariah Githinji Warutere,Complaint about a driver called Patrick,2022-07-07 03:02:22-07:00,bolt
1,IF YOU ARE FEMALE DO NOT USE THIS APP,m_eeh,"This is the worst app ever,your drivers are the worst and so disrespectful especially to ladies",2022-06-19 15:50:37-07:00,bolt
1,All drivers I have interacted with have been so rude and unprofessional. Getting mad at the customer for discounts given on the app. Have had a terrible experience with them. Can’t give them a chance anymore. Not safe for women neither during the day nor night. Such a waste!,faith KE,Worst customer support/service,2022-06-16 07:33:04-07:00,bolt
1,"Pathetic. Just Pathetic!

They’ll deduct money from your debit card even when a driver has canceled the trip. Take you in circles even after you’ve given them all the details on email as advised. All they’ll just tel you is be patient and you’ll never get refunded.
Awful customer care service! Just Harebrained antics!",Mmhcafchhfuvi,DO NOT ADD YOUR CREDIT OR DEBIT CARD TO THE APP!,2022-06-15 10:33:54-07:00,bolt
1,"Most of your drivers ask for more money than what reads in the meter and are so not welcoming
You should do some follow up coz i am so not using bolt no more",Kibibi Salim,Dissapointed,2022-06-13 14:08:45-07:00,bolt
5,He charged me 200sh yet I was dropped halfway my destination since he was caught by a policeman breaking the law. I demand a refund . I ended up late for my interview,Decago_444,Review,2022-06-01 21:56:04-07:00,bolt
1,"I ordered a ride to a certain location and it came back saying I had to pay 500 shillings for the drive. I end up calling the driver and tell him to reach that location as fast as he can. He tells me it’s gonna take him three minutes and I say to him ok so I end up waiting for him eight minutes. When he reached .
I got in the car and he started to drive. At some point he started telling me ma’am do you know since we’re going to use the expressway you’re gonna pay double for your ride. I told him I wasn’t gonna pay double because the app told me I was paying 500. I told him but if the app changes the price and tells me now I have to add to price I would be willing to accept. He started basically shouting 
at me and kept telling me how my people(Somalis)
are mean and rude and how he wishes honorable Ruto would deport us back to our country the whole ride. When we reached the location I was heading he told me I had to pay him 1000shillings even though the app from his phone and from my phone kept showing I should pay him 500. I ended up giving him 1000shillings because I was late to where I was heading and he was scaring me and am just 20 years old girl. Am leaving this review here in hopes that the company does see it and does something about this rude drivers. I mean no offense but if my review is deleted I promise you I will write this as long as I’m alive. if you guys are not gonna do anything about this I suggest you write to me they you will not do anything about it at least then I can delete your app instead of secretly deleting my comments. Thank you for listening. Your most truthful customer.",serah muhumed,Rude And sudden price changes,2022-06-01 04:00:56-07:00,bolt
1,Your bolt food is run by scammers.,dissatisfied dissatisfaction,Terrible,2022-05-28 12:05:26-07:00,bolt
5,I haven’t seen such a good &easy driving,mafia the goat,The Goat,2022-05-21 03:39:44-07:00,bolt
1,Why has my account been blocked,-sham--,Account problem,2022-05-20 08:49:36-07:00,bolt
1,“Kuma mamako Malaya hii.ningejua siku utazaliwa ningeambia avae condom akumwage apo ndani.wewe ni mjinga kama mamako aliyelala ameinua miguu juu azae mjinga kama wewe” this is a text I got from a rider after canceling a ride with him. 🤣🤣🤣🤣 bolt is just circus as a whole 🚮🚮🚮🚮 Let’s go use LITTLE CAB THEY KNOW WHAT THEY ARE DOING 💯💯💯💯,radz🥰🥰,Worst experience ever,2022-05-11 02:46:55-07:00,bolt
1,need the hotline number to report a very rude and arrogant driver who had the gut to insult me via sms,mantyss,Rude drivers.,2022-04-24 11:10:49-07:00,bolt
1,How is someone requesting a ride using my number??????? How !!!!!!,sereyian,How is someone requesting a ride using my number???????,2022-04-12 11:16:04-07:00,bolt
1,This app is not safe! Drivers are rude and can even leave you stranded!,wcikuu,NOT SAVE,2022-03-26 01:43:19-07:00,bolt
1,App calls for rides without the knowledge of the user! Get calls from strangers saying I’ve asked for a ride when phone is inactive! What nonsense! App not even running in background! Goodbye BOLT!,Shaeeb,Stupid glitches!,2022-03-25 13:39:11-07:00,bolt
5,I really appreciate uour driver’ s professionalism except for a few who don’t give prompt communication,Chok Nemy,Appreciation,2022-03-17 08:22:05-07:00,bolt
1,"Today one of your employees asked for a higher price according to his “receipt” while on my phone it was 820 he demanded 1070 ?? How is this possible??? And please, if you want to offer help at least try to be formal with it and make it quick",Jade_codm254,Changing the prices in the middle of a trip,2022-03-11 07:08:13-07:00,bolt
1,"Hello, your receipt system seems not to work. Please fix.",Nimu89,Receipt system,2022-02-27 23:25:36-07:00,bolt
4,I suggest you should hire out drivers or cabs to your customers because this is a situation that occurs in many cities where a person might be having a car but he or she doesn't know how to drive or a person might know how to drive but he or she doesn't have a car.,hp390245,GOOD,2022-02-27 18:45:51-07:00,bolt
1,"They don’t do anything for the customer when the customer complains. The customer doesn’t care about a 500ksh discount when sth like their Safety was compromised. More action should be taken against the driver. People should refrain from using the app. A contact should be provided instead of chatting on an app with some robot for all I care. They should do better. If I could rate it a zero I would. I repeat, REFRAIN FROM USING THIS APP. Their customer service is trash!!!",CuteLittleTulip,Bad Customer Support,2022-02-26 00:20:28-07:00,bolt
1,Take Care of Drivers then clients/riders will be taken care of! If not clients will be mistreated,DjLaserAfrica,Oppressive to the Drivers,2022-02-21 02:20:08-07:00,bolt
1,Roge company,kalagoya,Very useless app,2022-02-20 20:24:40-07:00,bolt
1,Using drivers and taking advantage of their cars useless app#umbwakni delete it,chevykip,Oppressive app,2022-02-19 07:12:04-07:00,bolt
1,"Bolt basically seems to be promoting sexual assault and also physical assault which is evident in how they take no action against their drivers who are guilty. 
Their prices are never constant and keep on going higher which is honestly crap cause we budget the amount for a bolt cab.",Jone34c,Bolt,2022-02-18 11:24:20-07:00,bolt
5,the best customer service,eldon04,bolt,2022-02-15 05:12:36-07:00,bolt
1,"A driver yesterday overcharged me . I didn’t realize it till I had sent already 
Up on asking him for my change he started being rude and asked me to get out of the bolt taxi. He literally came out to drag me out of the car.",gatiathi,Violent driver,2022-02-13 01:47:41-07:00,bolt
1,Not only once but has happened several times when they demand higher fee than what has been indicated .this is not right  ..bolt you should end this fraud ..,mrs.zeshan,Charged more than expected,2022-02-05 09:34:04-07:00,bolt
5,"You guys are just amazing, I honestly love your services.",Mum Lian,Review,2022-02-03 02:40:24-07:00,bolt
5,It’s a perfect App,DavidEld,Antonio David,2022-01-14 05:59:30-07:00,bolt
5,"Friendly and patient driver, spacious car",Kadizo,Driver and Car,2021-12-31 14:36:28-07:00,bolt
1,They so rude and,Dont use Bolt,Don't use Bolt,2021-12-19 13:05:28-07:00,bolt
5,Perfect services. My favorite,Khakavo,Appreciate,2021-12-14 03:56:34-07:00,bolt
5,Great timing and service and courteous staff,billy kamiri,Bolt service,2021-12-14 01:36:02-07:00,bolt
5,After 3 attempt one driver answered all good now going to Eastleigh,sularez,3 requests,2021-12-04 03:03:06-07:00,bolt
5,Happy,Tanscy,Good service,2021-12-03 06:23:57-07:00,bolt
1,The amount of the money is being written and the amount of money you are paid is not the same and also they are some drivers who are talking in rude way . Mostly during the rainy season the amount of money increases and I don’t why ????,HAMDIANOS,Increase of money,2021-11-30 01:24:55-07:00,bolt
5,I dont know why people are rating this app 5star u will not pay for the original price which u saw in the app it always increases like i was suppose to pay 140 coz of discount but i ended up paying 600 i rather use uber coz they dont change the original price,nobby abuor,Change of price!!!!!!,2021-11-23 21:55:04-07:00,bolt
1,I’m so done with bolt all these complains on social media n I’ve also had a bad encounter their drivers they are all arrogant,real ENW,Bad customer service,2021-11-23 15:08:50-07:00,bolt
5,I really love  it’s my favorite,Mahad bhai,Bolt,2021-11-15 02:20:39-07:00,bolt
1,they show you less money the first time and when the ride is completed the money is almost doubled 🤦🏾‍♂️🤦🏾‍♂️,bolt since 2017,Scamming,2021-11-09 20:22:37-07:00,bolt
1,I gave my package to be delivered somewhere and the bolt driver added waiting charges by parking his bike somewhere for thirty minutes before heading to the delivery location. Bolt’s brand is deteriorating by the minute.,BWW_001,Dissatisfied with bolt’s services,2021-11-03 14:03:23-07:00,bolt
4,I have a an issue with the person I used for  my evening trip I’d like to have his review page n write my issue for the rest who will see,tryt....,Yesterday days night trip,2021-10-30 02:17:39-07:00,bolt
1,"Worst customer service,rude drivers and incompetent support staff",olweru,Hell on earth,2021-10-13 06:50:18-07:00,bolt
1,"Bolt drivers are petty and unprofessional. Tiny annoying PSV mannerisms that continue to dissapoint. 
The cheap fares are not worth this. Leaving for Uber and PTG!",Lilian Mogoah,Petty and Unprofessional,2021-10-05 09:09:23-07:00,bolt
1,Equity goes both ways in equal measure to both genders. No to discrimination WORST SERVICE EVER!!,Kioney,Discrimination,2021-10-04 05:54:55-07:00,bolt
1,Don’t use it you will regret you will lose your money,nkt 1236,Scan,2021-09-23 11:27:10-07:00,bolt
1,"Extremely disappointed in Bolt. The number of harassment cases that have occurred without your immediate assistance is just tiring. Then you include women only, ONLY AFTER NUMEROUS COMPLAINTS and increase the price .. wow.",michaelangelob123,Disappointed.,2021-09-21 07:28:24-07:00,bolt
1,You people are biased aganist men. Change or the entity will perish,Goldust6😎,Gender bias.,2021-09-19 10:49:19-07:00,bolt
1,"This for the company being inhumane and insensitive to drivers who do the big part of your company’s work. 
It’s been a ride but we’re deleting the app. #DeleteBoltApp",blurrygremlin,Company sucks,2021-09-18 09:50:42-07:00,bolt
1,"There is a video here in Kenya of a male driver being assaulted and stoned by unruly drunk female passengers, they tatter his license and what does Bolt do, they suspend the driver’s account. This shows they support violence and sanitize abuse. Very misandrist tendencies and policies#deleteboltapp",mkambodia,Gender-biased against men,2021-09-18 08:47:36-07:00,bolt
1,All round poor service. Rude drivers always demanding more money. Drivers picking up clients with different vehicles. 🙁🙁🙁,_champez,Poor service,2021-09-18 05:38:04-07:00,bolt
1,Worst app,kdantezzz,Terrible services,2021-09-18 05:21:21-07:00,bolt
1,👎🏾👎🏾,Smyjer,Uninstalled,2021-09-18 03:59:32-07:00,bolt
1,Very useless and  poor management,#delete bolt,#delete bolt,2021-09-18 02:59:04-07:00,bolt
1,"I will no longer recommend bolt due to recent cases of being biased against men.Our security matters just as much as the women you purport to protect! We will no longer entertain feminism and any form of disrespect towards men, and for that am out!",Ong'idi,Biasness in service delivery!,2021-09-18 01:02:00-07:00,bolt
1,"In Kenya, this app deleted a man’s account who is a driver for speaking out after being verbally and physically abused by women.",YHWH is Perfect,Mistreatment of men,2021-09-18 00:27:48-07:00,bolt
1,Gender inequality,jfheodoenfi,This is a bad review,2021-09-17 23:29:55-07:00,bolt
1,"You favored drunk ladies who were stoning a male driver, Reason for stoning: The driver refused his car to be turned into a brothel by the lesbian ladies who were sexually misbehaving,You went ahead and suspended the driver. You are so feminist",@real Kenyan Boy,BIAS AGAINST MEN,2021-09-17 22:25:23-07:00,bolt
1,"Worst app that doesn't care about thier male workers when that are abused by thier customers.
Sh*ty customer service and performance delete immediately.",Mwanzia,Sexist,2021-09-17 22:11:01-07:00,bolt
1,"A male driver got assaulted by female clients, an experience caught on tape. Bolt suspended the male drivers account and took no action against the perpetrators. DELETE THIS APPLICATION",WellingtonIsme,Delete this app,2021-09-17 22:01:04-07:00,bolt
1,Let’s see if the feminist will pay for the rides. You will realize men run the economy,ddcvhrssxbj,FEMINIST,2021-09-17 19:07:26-07:00,bolt
1,"Ride with your wives, Pussified and feminized app",oyundi,Pussified,2021-09-17 15:20:17-07:00,bolt
1,"Overcharging 
Rude
Biased to driver
Delet app",bolt user955,Awful,2021-09-17 14:49:37-07:00,bolt
1,Delete the rate one star gender biased app that one.,hamza🤥,👋🏽,2021-09-17 14:16:08-07:00,bolt
1,if there could be a zero rating i would rate it zero,FK bolt,S****T,2021-09-17 14:05:43-07:00,bolt
5,Do not download this pathetic app .While looking for convenience while moving around please consider equality as men are also Humans and Bolt has clearly refused to acknowledge this fact ..uninstall this stupid app ASAP!!,Man a Dexter,PATHETIC APP USE UBER!!,2021-09-17 12:43:23-07:00,bolt
1,Very useless app. Practicing gender based violence against men. They discriminate male drivers and humiliate them. Licking ladies ass,romak bb,"Stupid App , useless",2021-09-17 12:39:10-07:00,bolt
1,This app is pussified time men shall be respected,htdjbfdfg,Hate it,2021-09-17 11:39:06-07:00,bolt
1,For not understanding my location. Takataka app. Enda little,Tuseme tusiseme,Driver told me ngombe wewe,2021-09-17 11:32:59-07:00,bolt
1,Feminists,covid19v,Gender biased,2021-09-17 11:28:56-07:00,bolt
1,"If incompetency,arrogance,ignorance and stupidity all in one would’ve been an app
It would be called BOLT APP.
I don’t recommend.
Delete! Delete! Delete!",ENG.Alata Owino,Eng. Alata,2021-09-17 11:28:14-07:00,bolt
1,Men deserve better. I wonder how you got the temerity to suspend a man yet he was assaulted by three women with evidence available.,wasiolo,Bolt,2021-09-17 10:11:53-07:00,bolt
1,Not a good app. Signing out for good,jakombija,Bad,2021-09-17 08:35:40-07:00,bolt
1,Bolt is biased against men.,NewRicGuy,Biased app,2021-09-17 07:36:50-07:00,bolt
1,Takataka,muchoki_,TREAT YOUR DRIVERS WELL,2021-09-17 07:19:34-07:00,bolt
1,3 female passengers mistreat a Kenyan man working to make ends meet. Video evidence available. Bolt bends over backward and deregisters the humble driver. F* off,777 Hammer,Mistreating Kenyan drivers,2021-09-17 07:04:18-07:00,bolt
1,Many cases of harassment and the surge in prices is always a bit too high.,Sharmbi,Horrible management,2021-09-17 06:38:41-07:00,bolt
1,Men too have rights.,Captain Equality,Sexist organization,2021-09-17 06:29:37-07:00,bolt
1,The personnel are so insensitive towards men,bnnrm,Too bad,2021-09-17 04:33:36-07:00,bolt
1,"This is by far the worst taxi hailing service encountered. Their customer service is very wanting. 

Download the app at your own risk. 

#DeleteBoltApp",Octo254,BOLT SERVICES,2021-09-17 04:30:39-07:00,bolt
1,You cannot side with women yet it's evident that they are doing wrong to men. Shame on you pussified!,6701jer,MEN DESERVER BETTER,2021-09-17 04:29:20-07:00,bolt
1,Very poor and unethical service,dr254,Bolt,2021-09-17 03:55:21-07:00,bolt
1,Very unreliable and unethical riders,Dr Mwash,Concern,2021-09-17 03:51:36-07:00,bolt
1,You deleted a drivers account after being abused by female rider - simply because he is a man. Video Evidence is in Twitter.. Useless organization,zagadem,Bolt is a Sexist Company.,2021-09-17 03:47:36-07:00,bolt
1,Bolt is a gender biased enterprise that’s out to criminalize Kenyan men by default. I don’t recommend!,Geoffreysville,Gender biased enterprise!,2021-09-17 03:34:06-07:00,bolt
1,Terrible. Rude drivers. Dirty cars. Nothing done in terms of customer care,samgatkit,Don’t download,2021-09-17 03:32:22-07:00,bolt
1,The company mistreats its service people to please assaulters.,Bshop19,Promotes Violence and Assult,2021-09-17 03:28:51-07:00,bolt
1,Rogue drivers who hike prices despite what is said in the app. Some try to beat you up despite you insisting on paying the required amount!! ( had a similar with Samuel Kamau who drew a knife ),gauzo.pintk,Horrible drivers,2021-09-17 03:26:02-07:00,bolt
1,Feminist app,tecnokrat,Don't use bolt,2021-09-17 03:15:55-07:00,bolt
1,"Kenyan women have repeatedly raised their concerns surrounding sexual violence they’ve experienced at the hands of your drivers but their complaints have gone ignored. There is no formal way to raise and have an issue followed up on within the app. If I could rate this zero stars I would, please don’t download it.",Lilly_93,Extremely dangerous to use,2021-09-17 02:56:43-07:00,bolt
