reviewer,rating,date,text,source,company,response
kananasita,5,2021-09-07,Bolt had proved to be the most reliable and pocket friendly ride with professional pleasant drivers. Keep up the good work,app_store,bolt,False
unsatisfied customer98,1,2021-09-04,Useless app full of clowns. I’m uninstalling it. A lady gets assaulted by a driver and you take his side. As a woman I feel unsafe using your app so I’m out. Uber is waiting for me....,app_store,bolt,False
susanhalle,1,2021-09-04,All of you are a joke. Your driver attacks a rider who was accompanied by little children and y’all defended him without hearing the victim’s side of the story.if you’re reading this review don’t download this effin app🚮PURE GARBAGE,app_store,bolt,False
Eddypilot,1,2021-09-01,"This has to be the worst app I have ever downloaded which contains so many thieves and dishonest people. I am headed for a trip and I get connected to driver who tells me my trip got to him by mistake and the next people tells me he still has a client and he may delay me then the next person after taking me to my destination, they overcharge my card for wait time of which I have been waiting for them and he met me standing right at my door. This app should be taken down",app_store,bolt,False
morning client,5,2021-08-30,Great driver and professional. Polite and informative!,app_store,bolt,False
N1ck224,3,2021-08-15,"I generally get good service from the app. However, sometimes a driver will insist that the price posted is too low and they need more. Surely that’s between the driver and the app owners. I do not control what price is posted. I have also noticed on a number of occasions that the car that arrives doesn’t match the one shown when you order a ride. That’s not very professional.",app_store,bolt,False
grhjdhrj,5,2021-08-11,😡😡😡,app_store,bolt,False
usbcwil,1,2021-07-14,Driver i got was soo rude and shouty. I hated my experience,app_store,bolt,False
buonty,1,2021-07-06,"Just when i thought you were the best app then there you go , drivers with attitude and cancelling rides on you after  calling you but the good thing there are options am officially deleting this up caused me so much inconvenience not once but almost everytime am using it .",app_store,bolt,False
weschar,5,2021-07-03,Very efficient and on time,app_store,bolt,False
Demi Farms,5,2021-07-02,I enjoy rides to business deliveries every time.,app_store,bolt,False
Ms Muriu,1,2021-06-21,You have cases of mistreatment from  your drivers but you don’t do anything about it. Personally I have cancelled your app and am rallying 10 of my friends to do the same.,app_store,bolt,False
ngamana,1,2021-06-12,The drivers will double charge you and use the longest route they’ll use  traffic as excuse,app_store,bolt,False
pqrest,1,2021-06-09,The driver I requested today was very rude and drunk 🚮,app_store,bolt,False
TahniyaJ,1,2021-06-07,Violence toward anyone will not be tolerated- and the company ignoring reports of rape and violence by the drivers means either they’re complicit or they don’t care,app_store,bolt,False
Vishal K Seth,4,2021-05-17,Affordable good service. Only issue I faced a couple of times in Dar Es Salaam that car comes with a different number as mentioned in the app but driver has the phone. So now if I cancel it will come on the customer.,app_store,bolt,False
His Kereaness,5,2021-05-15,Wilson we t out of his way and accepted my unexpected change of route without compaints. He is a gentleman. Safety is his first priority.,app_store,bolt,False
Lebswazi,5,2021-05-15,Good ride quality driver with experience,app_store,bolt,False
hajaeeeelwzukane,4,2021-05-11,"Most riders hve been harassing me especially when i have discounts asking me to add more money and i feel like you should provide a report feature where such riders/drivers can be reported.
Anyway I love the app",app_store,bolt,False
Baba Mahla,5,2021-05-07,Amazing customer care by the drivers so far.  Fare prizes are reasonable.,app_store,bolt,False
Sir_Lavi,1,2021-04-28,"I hate this app and the services offered, I’ll never download it. Stop sending me ads!",app_store,bolt,False
@elvommoja,5,2021-03-25,Timely rides with professionals,app_store,bolt,False
@Silawa,5,2021-03-22,"Fast,Efficient and affordable",app_store,bolt,False
🤗🥰💃🏾,5,2021-03-17,"BOLT is The BEST WAY to Travel around KENYA.Their Services are very good and Time Saving.The Drivers And Riders are very professional and Caring People.THANKYOU BOLT,May God’s Blessings continue to Shower you all.Aamin",app_store,bolt,False
kityy23,1,2021-03-16,Some of your drivers are just rude you order a cab and they give very flimsy excuses just because they don’t want to come to a certain place like the airport 🙄🙄,app_store,bolt,False
kendi Brenda,1,2021-03-14,"Excellent service 
Would really recommend",app_store,bolt,False
HANNA W N,5,2021-03-14,"All drivers are very professional, they never delay the pick up time and the prices are relatively fair",app_store,bolt,False
Maluki :-,5,2021-03-03,"Your app has really helped me getting to places quickly. 

I will recommend to everyone to try it.",app_store,bolt,False
wiseAnjublax,5,2021-02-28,"My driver was the best 

KCZ 211j 
Toyota vitz",app_store,bolt,False
David Katambo,1,2021-02-20,I have tried to sign in to bolt but they’re not sending me a code. I’ve tried for 3 days but they keep on telling me to wait for 15 minutes.,app_store,bolt,False
xafsuuu,5,2021-02-18,Discount please 🥰,app_store,bolt,False
okizz606,5,2021-02-17,"Some drivers when called ask where you are going and when you tell them they say they are coming and take forever and when you try calling them they don’t pick up 
I’d prefer honesty in drivers if they can’t go to a certain place they should just say and not keep you waiting 
Other than everything’s good",app_store,bolt,False
Felloh Mackenzie Mutongoi,5,2021-02-14,"So far so good, the app has been beneficial and worth it!",app_store,bolt,False
omaryj,5,2021-02-14,Beautiful experience,app_store,bolt,False
LeRunningSloth,1,2021-02-13,"This app always has errors. While trying to reach customer service or view previous rides or simply just viewing where my driver is

The maps are the worst not to mention routes.
Do better or get off the market!!",app_store,bolt,False
fnyakundi,5,2021-01-19,Your drivers are just excellent and disciplined,app_store,bolt,False
Karmello hype,1,2021-01-13,Modern day robbery from this app & its management,app_store,bolt,False
cou1991,5,2020-12-13,Great drive,app_store,bolt,False
Ms. Muthinga,3,2020-12-04,Sometimes it’s convenient other times the drivers refuse to show up.,app_store,bolt,False
Ahmedzakie,1,2020-12-03,Hello please do something about your fares it’s choking partners out of this business,app_store,bolt,False
suldan 18,5,2020-11-30,He is cool really and also drive well the car is very clean,app_store,bolt,False
shg SDT hy,1,2020-11-24,I have paid more than twice for a ride that isn’t close to the estimate given.,app_store,bolt,False
did G gg,5,2020-11-17,The app is accessible but some drivers are not ok with price you posted and they just cancel a travel for the fare mainly when you got discount any way thanks,app_store,bolt,False
5darth,5,2020-11-13,I like how this app works I recommend everyone to start using it I guarantee you guys are going to love it,app_store,bolt,False
wewe0,1,2020-11-10,There have been countless experiences from many women who have been threatened sexually assault and even death by certain drivers.. THIS NEEDS TO STOP!!!! These cabs are NOT SAFE FOR WOMEN!!!.. And this company says that THEY HOLD NO LIABILITY ON WHAT HAPPENDS INSIDE THE CABS YET IT’S YOUR CABBSSS!!!!!!!!! This is just hoarding an environment that encourages SEXUAL ASSAULT,app_store,bolt,False
mmihulachakula,1,2020-11-10,In my area it’s rare to find ones close to me 😩😔💔 and also the drivers call you to ask you where you are going then if it’s close they be like cancel like I wouldn’t order in the first place of it was close 💔,app_store,bolt,False
jwshi,5,2020-10-14,Thanks Bolt for always coming through with the offers I appreciate sana,app_store,bolt,False
Nickonsin,5,2020-10-02,"Good driver, precise on locations and friendly.",app_store,bolt,False
Kuligha,5,2020-09-30,I have a great experience and very cost effective.,app_store,bolt,False
Khasing,5,2020-09-30,Always on time and services are amaizing thank you bolt,app_store,bolt,False
Malkia Debbie,5,2020-09-21,"When talking about reliability, Bolt comes to mind...the app itself is easy to use and all the riders are so kind.
Definitely worth it!",app_store,bolt,False
ahdimaz,5,2020-09-09,I have been a faithful Bolt user since its inception. I prefer because it cheaper quicker and more available than other competitors. You can look my frequency of usage in your system. Keep doing the good work.,app_store,bolt,False
sochsachsulay,5,2020-09-04,"works perfectly,timely too",app_store,bolt,False
nbvshsjdkdkdjdjjdjddh,1,2020-08-29,Patrick THAIRU please fire him ! Calling me names because his Mpesa did not reflect???His breathe is already an issue and he’s not sane for sure! I had to stop the car myself as he claimed to take me to the police. Who does that?,app_store,bolt,False
faith mugo,5,2020-08-25,Very good,app_store,bolt,False
wamirie,5,2020-07-10,If they can only stop asking “where are we going?” can be so nice. They tend to refuse if its a short distance.,app_store,bolt,False
dallaBinDalla,5,2020-06-18,Awesome ride,app_store,bolt,False
Idris leo,5,2020-06-13,Coz i was with sofia and kato long legs,app_store,bolt,False
Davnkyi,4,2020-06-09,"Most of the time Bolt works for me. However, there are three issues you need to address. Some Bolt drivers insist on cash and request riders to cancel and pay them offline in cash. I consider this to be unethical behaviour. The other issue is requesting for a Bolt Plus and you get a normal tiny car which beats the purpose of classification. Lastly, some drivers come with different cars other than those registered and plead that you should not report them. You need to deal with these issues.",app_store,bolt,False
SmartRav,1,2020-06-07,"Drivers are accepting requests but they dont call and they cancel without saying anything even if we call them. 

They dont move frol their location as experienced 2-3 riders today",app_store,bolt,False
Keen Jim,5,2020-05-31,"The above subject refers.

I’ve not to have BOLT as my option.",app_store,bolt,False
Reece Hanako,5,2020-05-23,"You guys are doing a great job! Atleast 95% of my trips are always successful. Keep it up. 
However, few drivers who normally cancel my trips normally give me valid excuses.

Others ignore your calls. I’d appreciate if a rider is honest about canceling my trip with a good reason.",app_store,bolt,False
Otie J,5,2020-05-23,Excellent customer care,app_store,bolt,False
watumbili,2,2020-04-04,"Whenever you have issue , they will respond in two days with the same line . Sorry we shall investigate. End of the story . Very disappointing and frustrating always.",app_store,bolt,False
joeyjameslebron,1,2020-03-09,"Terrible!!!!!! Worst service ever‼️
Do not recommend",app_store,bolt,False
nyarima,1,2020-02-29,I cancelled trip because the driver took too much time to arrive and my appointment was canceled. l paid the driver on arrival . . I   was fined 150/= a week ago for the same .not fair atalll.,app_store,bolt,False
Maisiba Bravo,4,2020-02-28,"Why did you remove Mpesa option, the idea of using cash or sending driver Mpesa is bad, for those of us not comfortable with using Credit Cards.",app_store,bolt,False
Sha987654321,3,2020-02-26,I don’t see the Mpesa option available on my app anymore. Please check on the issue,app_store,bolt,False
Wabaiya,1,2020-02-12,"This people are of tears. Worst ride. Rude driver. We were even competing when I was talking on phone. He was using his phone on speaker and couldn’t even have a conversation with the person I was talking to. 
Arguments seemed to be his forte 
Even after I informed of the best route to take to avoid the traffic, he was still insisting on using another route. 
Despite Bolt informing that they have a Hugh standard professionalism, this a far cry from it.",app_store,bolt,False
abdiri,3,2020-01-15,"Fairly good, have been using quite more than a year. I notice this new trend with drivers , that when u request them instantly they will call u and ask your destination, if the destination is short /or congested traffic they will cancel.",app_store,bolt,False
Hanniequeen,1,2019-12-20,"You take ages to reply to complaints on unfair charges for refunds, most of your drivers are rude and unprofessional and the prices double up at the slightest traffic jam. The absolute worst.",app_store,bolt,False
Gunstavio,1,2019-12-16,"Very Cunny driver.. Customer service is absent, don't even bother reporting anything.. Keep this app and you'll definitely have a bad experience, I assure you.. I'm done giving them a next chance..",app_store,bolt,False
NAKEHC,1,2019-12-08,"I was told drivers manipulate distances until I experienced it. A join of 760ksh I was charged 1,540ksh that is more than 2times the fee. This people are thieves. Never use them",app_store,bolt,False
rose quintty,1,2019-12-07,"I’m disappointed I requested for ride and it was double requested and the driver was rude about it KCL 766 Y ...  
never using BOLT again",app_store,bolt,False
mankey321,5,2019-12-05,The app hangs every time when I try to open it.it doesn’t work .i even tryed to update .,app_store,bolt,False
Nku1993,1,2019-12-04,"It started of fantastic with very fair prices, then the app starts saying that I didn’t pay for a previous trip I took which I did and I have the mpesa confirmations to prove it. I paid again, the money left my account but the app still says I haven’t paid! I have reported it to the app support with evidence, I have also sent emails and Instagram messages and there has been no response! It’s very disappointing and highly unprofessional and I definitely will not recommend it!",app_store,bolt,False
Smilang,4,2019-12-02,"The app is alright the only thing though is that the app shows the Driver is here, yet from the map he is far from my location",app_store,bolt,False
CortezzMalooks,5,2019-11-30,This driver is lit🔥🔥,app_store,bolt,False
Brother Ease,5,2019-11-28,It’s convenient cheap and reliable,app_store,bolt,False
CateOdera,5,2019-10-29,"Why can’t I set my own location, seeing as your map isn’t accurate?",app_store,bolt,False
Mc 💰🚘,5,2019-10-23,Efficient,app_store,bolt,False
sandslep,5,2019-10-20,The services are very professional...,app_store,bolt,False
kaka sur,5,2019-10-13,I love how he is talkative and drives well thanks Justine for good service,app_store,bolt,False
misswarda,5,2019-10-11,Love your service it affordable n quick response to your costumers,app_store,bolt,False
Banjiola Obonyo,5,2019-09-28,Thanks for ur service.,app_store,bolt,False
mlughu,5,2019-09-25,Fair prices,app_store,bolt,False
tetema12,5,2019-09-22,Best way to get around with the crazy nairobi traffic,app_store,bolt,False
cmutheu,5,2019-09-21,Very reliable,app_store,bolt,False
Radeon.Smoke.Bomb,5,2019-09-18,"Quick,fast and I also hope it’s efficient to both the driver and the client 💯",app_store,bolt,False
thisthingshouldbebanned,1,2019-09-05,What they show you as the price on their app is different from the price you have on your phone,app_store,bolt,False
Nduashey,5,2019-09-04,"Bolt arrives in time cheaper and the drivers know their way around towns. Payment process easier and accurate charges. No shoddy deals 
I love using Bolt",app_store,bolt,False
NishKayKay,5,2019-08-30,Affordable and convenient!,app_store,bolt,False
JOE CHAMPION 254,5,2019-08-07,Nice amble driver,app_store,bolt,False
baby 2030,5,2019-08-01,I like and love it,app_store,bolt,False
noreal name,3,2019-07-13,"Mistreating your drivers means mistreating your customers!! I have waited for 1 1/2 hours for a cab to take me from parklands to ngara!! I cant blame the app for sending me a driver from jogoo road, but do you really expect him to come for me???? Other driver ask for more, to pick n drop me.... but can i blame them????? FYI UBER INCLUDED!!!!!!!",app_store,bolt,False
stormzy mp,1,2019-07-08,I called for a ride in town and the driver didn’t know where to pick me up. I gave him instructions and he literally started shouting and insulting me. Even matatu touts are not that disrespectful 😠😠. Change the way you treat your clients not just your name 😒😒😒,app_store,bolt,False
GikariaTom,5,2019-06-23,The best transportation 💯,app_store,bolt,False
sirme Jack,5,2019-06-16,Best ride experience.,app_store,bolt,False
cynmw,1,2019-06-11,0721540254 deal with that driver.He is a conman.,app_store,bolt,False
karamuta,5,2019-06-02,Very good,app_store,bolt,False
Dunya Riek,5,2019-05-25,The driver was very friendly and did not charge more than what was indicated on the dashboard. Very professional and exemplary service. Absolutely perfect,app_store,bolt,False
former_loyal_customer,1,2019-05-25,"Started out great where prices were fair for both rider and driver then after a while things went South.
Drivers became more arrogant towards passengers, I have experienced this personally. Invoices with an amount of distance that was never cover. Then customer service/support went from being speedy and proactive to being sloopy and never getting a timely response as back in the day.
I have been a loyal customer but after my latest experience, where I got no response from them. I have decided it’s time to let go of them.
May your business prosper and may I come back one day in the future.

Until then,
Your former loyal customer.",app_store,bolt,False
Ki123-,5,2019-05-22,"Your riders are misconduct, today one of them didn’t return my balance and he ran away..

I think it’s not good using your transport.",app_store,bolt,False
ogaa matraf,5,2019-05-10,Fast and reliable,app_store,bolt,False
rnmog,5,2019-04-27,To recommend any time,app_store,bolt,False
rapmanmushi,5,2019-04-26,Very reliable,app_store,bolt,False
Symon Ian,5,2019-04-23,Very fast and efficient.good communication skills.very respectful,app_store,bolt,False
qnmark,5,2019-04-22,You are not trust worthy! Your charges and most of your drivers are inconsistent and liars !,app_store,bolt,False
kamande the one,5,2019-04-12,Love how on time they always are,app_store,bolt,False
Jactonga,4,2019-04-06,Very reliable,app_store,bolt,False
Lucifer_08,2,2019-03-26,"It was all good in the beginning fares were well budgeted and we’re affordable, right after the new version was brought up disappointments started fares went above the estimated price like by 50% didn’t expect this from Taxify out of all well you have successfully managed to lose a customer fond to you guy thumbs up💯",app_store,bolt,False
Behumble 44,1,2019-03-09,This app used to be good nowadays I get overcharged on almost every trip and whenever I contact the support group (customer service) they don’t respond at all. This is just frustrating and I am forced to delete it.,app_store,bolt,False
Scofield M,5,2019-02-27,Very good driving skills and customer friendly ...,app_store,bolt,False
JudeNish,5,2019-02-06,Excellent job,app_store,bolt,False
Me.Jimpix,5,2019-02-02,An awesome Guy to ride with,app_store,bolt,False
25-Opuch.,5,2019-01-23,Is The Best❤️..... I love how prompt they respond to complaints. Keep It Up💯,app_store,bolt,False
Abu Fatimazahra,5,2019-01-14,"Excellent customer service n an excellent driver.
Keep the good work",app_store,bolt,False
Haisalll,5,2019-01-11,Wowwwwwwww!!!!!,app_store,bolt,False
Mcomuga,5,2019-01-10,Very efficient to use I liked the services,app_store,bolt,False
kastumo,3,2019-01-08,"Great app , really helpful, but",app_store,bolt,False
Gathecha,2,2018-12-21,"This is one of the best taxi app in Kenya in terms of efficiency. 

However, their support is fake.",app_store,bolt,False
farhim Ahmed,5,2018-12-16,He is a good cabs man perfect in his job,app_store,bolt,False
fatuma sheikh,5,2018-12-16,Its the best app so far,app_store,bolt,False
Jey113,1,2018-12-15,The drivers play all tactics to delay so that they milk more money. Less concerned of passengers convenience.,app_store,bolt,False
cabsjsid,1,2018-12-11,Rhek,app_store,bolt,False
WAINASO,5,2018-12-01,"Good service & he was prompt for a pick up at St. Paul’s University Chapel.

Regards,

John Karau",app_store,bolt,False
Mr. facts,1,2018-11-28,"You guys don’t even deserve a single rating.. your drivers are the most abusive people that have no sense of humor, they move to wrong directions then put off their phones, others pick up the request and don’t even move, others ask you to cancel the trip after they take your request. I a not going to talk of the fare for the fact that if their services are that trash what do you expect of the fare????? Quite the same then the most annoying of all, when you cancel on such people. They give you a punishment not to  use taxify.. you guys should just quit your jobs and find something else to do with your lives..",app_store,bolt,False
Africa Squared,3,2018-11-24,Could you please introduce an accounts option similar to UBER so that we can separate our work & personal trips/bank cards... so different bank cards can be uploaded for each account to avoid constantly switching between cards & incurring unnecessary card set up charges.,app_store,bolt,False
amragwa,1,2018-11-21,They charge fares beyond the estimated range. Nairobi office line does not work. Terrible service.,app_store,bolt,False
Inongos,5,2018-11-19,Been overcharged by double the amount I was supposed to pay yet the support section on the application isn’t even workin,app_store,bolt,False
ruthy-36,1,2018-11-11,"I asked for a ride but the vehicle registration number on the app and the one that was availed  were different. So I declined to use the ride, tried cancelling but could not then found my request reading that I did not show up. This is a gross misrepresentation and false. I took precaution over a safety matter. Please rectify.",app_store,bolt,False
dotamarima,5,2018-11-10,How can you place an estimate of 200-250 then no traffic I reach my destination after using the shortest route as possible then I pay more over 200.You people are big cons Moreso your drivers 😡😡😡😡.,app_store,bolt,False
Cmasika,5,2018-11-08,very professional and friendly,app_store,bolt,False
Sillahjoe,4,2018-11-07,Driver cautious,app_store,bolt,False
WuonAbinyaTangaNyaim,5,2018-10-27,"Wonderful service 

Great rapport 👏🏻",app_store,bolt,False
Reisss009,5,2018-10-26,Gayet başarılı bir uygulama,app_store,bolt,False
modiis,5,2018-10-25,"Unable to register after installing. When i put in my mobile number starting with my country code +254 , it tells me “Phone number should be in international format and  include  “+” country code”",app_store,bolt,False
Hassan hamedy,5,2018-10-21,"Very kind and driving safe,  socialized well",app_store,bolt,False
Obie Mburu,2,2018-10-17,"Your app is good but also failing clients dearly.Its two days since I sent two emails for two rides that were crazily charged.Also your app on iPhone iOS does not work when trying to report other problem,the faq area.I have also seen drivers tampering with it when on ride,a place of ten km gets to be fifty km",app_store,bolt,False
Vic Li Maraj,1,2018-10-16,"Horrible drivers, horrible systems. Always overcharging",app_store,bolt,False
Say no to taxify,1,2018-10-06,"Drivers make you pay for fuel to the destination of pick up and make you cancel numerous times.
The quality of service offered has really gone down and the company should consider changing its policies.
Consider it a useless app with cases of threats from drivers.",app_store,bolt,False
Ogenya,1,2018-10-03,"How? Seriously how?
Same complaint different clients and you don’t do anything about it. And for those of us who complain you’ve even disabled the Support part in our apps. Terrible service. Terrible con application. 
Any new user please don’t even try this app within Nairobi. Take a normal taxi. They charge cheaper.",app_store,bolt,False
Marttts,1,2018-09-28,"Do NOT attempt to use Taxify in Nairobi. You will be overchaaaaaaarged. Drivers figured out how to manipulate the app to con customers, and also figured out that Taxify are slow/uninterested in addressing these problems, so for months now, they’ve been having a field day with unsuspecting customers.",app_store,bolt,False
B.K Lugo,5,2018-09-28,"Convenient, keep up the perfect work",app_store,bolt,False
nanjnnm,5,2018-09-25,Great PR from this ride,app_store,bolt,False
Taxify hater,1,2018-09-24,If you know you know.,app_store,bolt,False
piny pek,5,2018-09-22,"I like Taxfy.. it’s the most comfortable and professional service in the business.

Thanks 
Regards 
Francis Ndonga",app_store,bolt,False
sssafff,5,2018-09-20,"Haven’t had a good ride with you guys for long time till today , you got a gold in your hand",app_store,bolt,False
zoobie 💕,5,2018-09-18,Cool and Friendly ♥️,app_store,bolt,False
michelleisnotmyname,1,2018-09-05,"A taxify driver named Geoffrey is a liar. There was a problem with the receipt generation from a trip and he asked for a specific amount of payment which I paid and asked me to raise any query using the application. I was then informed that the driver stated that I had underpaid which is false. That is disappointing! If a driver can lie about fares/amount paid, what else is he capable of doing?!",app_store,bolt,False
georgejaoko,5,2018-09-03,"I enjoy using Taxify because its charges are less compared to others, it offers the best services and they are readily available",app_store,bolt,False
malcom 69,4,2018-08-24,"Worst Service, i dont recommend. kept on hearing that the drivers are irresponsible and rude till I experienced it, the guy passed my house 50 metres as i was instructing him on my  location constantly 100 metres ahead i guess just to get milage. Started arguing in the end and didn’t even give me change.",app_store,bolt,False
okovad,4,2018-08-23,I need to move from card to cash on taxify,app_store,bolt,False
D_e_n_n_o,5,2018-08-22,The best,app_store,bolt,False
mudi yogo,4,2018-08-17,I love xfy since it was introduced but nowadays they change their estimation price but thumps up,app_store,bolt,False
LaBoody,5,2018-08-12,Excellent,app_store,bolt,False
Astradamousexweed,5,2018-08-09,You are the the best when it comes to taxi ride.You keep time and maintain excellency,app_store,bolt,False
clinceoz,5,2018-08-04,Great patient Driver!,app_store,bolt,False
kdkebgegsvs,1,2018-07-29,"I have trusted taxify for the longest time and even recruited several friends claiming “pocket friendly” , fast and efficient services. But today I’ve been dissapointed. I’ve been charged 3times my fare twice and what’s worse they blamed it on a surge that they didn’t even inform me about. I’m done with taxify. Deleting the APP now. Very unprofessional. Nkt!",app_store,bolt,False
blendie,5,2018-07-18,My first Taxify ride was amazing!! My cab was downstairs in less than 2 minutes ❤️❤️❤️,app_store,bolt,False
Danny designers,5,2018-07-11,"My first review on apps after a long time of ignoring them but I honestly need congratulate taxify. Been in Tanzania for two days and was amused to click on the app while idling on like just to see an available car on Lindi street close to where I was and quickly the guy showed up.so nice and respectful he drove me around giving me little knowledge of tz and we moved quite a long distance and much hours only for me to be charged 5000tsh so cheap,worth tipping the driver too.thanks taxify",app_store,bolt,False
teddyjymes,5,2018-07-07,Very fast & efficient,app_store,bolt,False
Mwakina,3,2018-07-07,"Today I rode fro JKIA to Langata. I was charged 1070/- but when I later got the receipt in my phone, I realized I was to pay 570/- since I had a 500/- bonus. I called the driver but he said he did not get the message.",app_store,bolt,False
ManyasiOliver,5,2018-07-03,I am happy with the service.,app_store,bolt,False
MuthoniSonnie,1,2018-06-28,Wish there was a 0 star...I’ve had 1001 safety concerns with their drivers,app_store,bolt,False
Muheria,5,2018-06-27,Reliable hope it’s consistent,app_store,bolt,False
Vee Eye,4,2018-06-25,It is difficult to change once you’ve already rated someone and you find that you rated them wrongly.,app_store,bolt,False
s-y-s-y-s-y,1,2018-06-22,Absolutely Unprofessional,app_store,bolt,False
Baby Bird🐦,5,2018-06-08,I downloaded my app and in two days it’s asking for an update???,app_store,bolt,False
Madam Ciks,5,2018-05-27,The cars are easily available,app_store,bolt,False
BrainWavz,4,2018-05-16,App is slow,app_store,bolt,False
Spaxie11,5,2018-05-07,Great service,app_store,bolt,False
bwabz,5,2018-05-03,Excellent and  Affirmative   driver,app_store,bolt,False
Macmboya,5,2018-05-01,Awesome,app_store,bolt,False
taxify user,5,2018-04-04,Great app....always prefer this to Uber,app_store,bolt,False
SavageGuy001,2,2018-03-29,Adding a credit card payment option is an absolute nightmare! Please fix!,app_store,bolt,False
Robby Rai,5,2018-03-13,Taxify is a really good app with great prices and awesome drivers!,app_store,bolt,False
IsaiahMuthui,5,2018-02-09,"I leave in Kikuyu and I have to admit that taxify always comes through for me, every single time I am in need of transportation.",app_store,bolt,False
Mwiwa,5,2018-02-02,Simply the best taxi hailing app that's out there. Love it,app_store,bolt,False
Dimbil,5,2018-01-28,The cheapest i have seen in the taxis industry thanks,app_store,bolt,False
Moiyah,5,2017-12-25,"Taxify is reliable, safe and user friendly",app_store,bolt,False
E-skratch,5,2017-12-11,Good,app_store,bolt,False
ivy ramona,5,2017-12-09,Very nice and clean,app_store,bolt,False
Bond Tommy,5,2017-11-29,Excellent driver,app_store,bolt,False
rashidkay,5,2017-11-28,Love the fares and response!!,app_store,bolt,False
Bwariy,5,2017-11-18,"Ever since I joined Taxify ,I have never been disappointed at the service delivery.humble and dedicated drivers ready to deliver at whatever time ,anytime in the call of duty",app_store,bolt,False
blactrambo,4,2017-11-11,Amazing app and even better service 👌🏾,app_store,bolt,False
kenyangirl,1,2017-10-09,Customer care is zero! Don't bother using it,app_store,bolt,False
FemDija,5,2017-09-20,"You guys just had to go all out n invest in charming,good drivers...Kudos 👏🏽👏🏽👏🏽👏🏽",app_store,bolt,False
malkia mamie,5,2017-09-15,You guys are amazing keep it up❤️ your prices are fair your drivers are good and on time.,app_store,bolt,False
Kateybenson,5,2017-08-23,Keep up with the great work,app_store,bolt,False
Chris Kanyoi,5,2017-08-22,Affordable fares.... EXCELLENT DRIVERS,app_store,bolt,False
iamkaceri,1,2017-07-27,Today I have deleted my account with taxify. I requested a cab with them. The cab accepted my trip request and then 2 minutes later I received a notification stating that I was charged for a trip I did not take. Taxify must have a tone of complaints because it took me 10mns to get their Kenya number. At which point their staff member decided to laugh at me and tell me relax. I am yet to receive my refund from this firm. Please note people DO NOT use taxify. It's a firm with little to no morals. Stick with uber or other providers.,app_store,bolt,False
+254Koome,5,2017-07-23,Extremely good 😊,app_store,bolt,False
wa mwangi,5,2017-07-15,I'm a frequent user of Taxify and I've only encountered one bad driver,app_store,bolt,False
Bramwel Bett,5,2017-07-12,Very friendly drivers. Makes you feel like you're in your own car. The prizes are just wonderful. I love Taxify,app_store,bolt,False
Damgith,1,2017-07-07,Usually charges you double what you get as an estimate. Watch out. Just use Über.,app_store,bolt,False
JB JONNZ,5,2017-06-08,Great useful App,app_store,bolt,False
lennzzyy,1,2017-06-05,Well to be honest this app This not as good as I thought it gave me an estimate of KSH of 461-611 then at the end of my trip it had doubled to KSH 1410. What is this honestly you're over charging for no valid reason 🙄 be honest with your customers. I'm so angry for such a thing that has happened it has never happened when I was using other services 😓😓. Plus the driver didn't even talk the whole way through. It was such a boring ride home🙄,app_store,bolt,False
Silva Tutu,5,2017-05-31,"My Driver Aaron is amazing ... it's never boring with him! He's such a 5 star. 

Silva Tutu",app_store,bolt,False
Justus Ogalo,1,2017-05-17,I have a problem with trip ID 16695534,app_store,bolt,False
Wambugu Mwangi,5,2017-05-16,I use it everyday and i wanna use forever. Whats the discount? 👌,app_store,bolt,False
Ashleykitisya,5,2017-03-23,Convenient and affordable,app_store,bolt,False
justine mbwilo,1,2025-04-28,You good in moto bikes.but for car request your always busy. you have failed to fulfill the demands of your customers.,google_play,faras,False
Lenard Mbonile,5,2025-04-27,kawe,google_play,faras,False
BIBLICAL TRUTH INTERNATIONAL COLLEGE,5,2025-04-27,it's nice App I appreciate all the management,google_play,faras,False
Rose Nonold,5,2025-04-24,"affordable prices, this is really good.",google_play,faras,False
Glory Beda,1,2025-04-24,worst app ever. every driver I tried to book either cancelled on me or went into and opposite direction. they don't even pick their phones. WORST WORST WORST APPLICATION EVER!!!!,google_play,faras,False
Innocent Nsabimana,5,2025-04-24,very good,google_play,faras,False
oscar papa,3,2025-04-23,fair,google_play,faras,False
Devis ah,5,2025-04-22,"great app for travel, thank you for saving me from unfair costs",google_play,faras,False
Reign Lamu,1,2025-04-21,"i have tried this app many times but i realised its drivers, riders are very disrespectful, rude unprofessional and use very old cars. seat belts don't work i think faras team needs to examine cars before allowing them join their circle. its never comfortable riding with Faras!",google_play,faras,False
Peter Odhiambo,5,2025-04-21,how can i be your Rider?,google_play,faras,False
ankunda ericMichael,1,2025-04-20,am this app has available riders. however once you get a terrible rider and opt to end the ride for a more responsble rider you still get charged the full amount. if rider is careless and want to end the ride after a min then why not charge me for the minute or soo instead of a full fee. you are trapping customers to careless riders,google_play,faras,False
Mark Prince,5,2025-04-19,"The very best app to book a ride,,,, good and great discount,,, redemption of faras miles,,, always on the go.. I just like the app",google_play,faras,False
Sir Gilbert kategaya,1,2025-04-18,the recent update is bogus however the customer service is not capable and not fully certain on how to resolve issues. rather wondering if you people even care about what drivers go through in order to deliver the service 🙄,google_play,faras,False
